teks,skor,label
Game yang memiliki sistem keamanan paling rumit dan ngeselin ya ini,1,negatif
𝒑𝒆𝒓𝒃𝒂𝒊𝒌𝒊 𝒌𝒂𝒓𝒏𝒂 𝒔𝒆𝒓𝒊𝒏𝒈 𝒏𝒈𝒆𝒍𝒆𝒌 𝒅𝒊 𝒑𝒂𝒌𝒆𝒌 𝒎𝒂𝒊𝒏 𝒌𝒂𝒍𝒂𝒖 𝒔𝒖𝒅𝒂𝒉 𝒌𝒖 𝒌𝒂𝒔𝒊𝒉 𝒃𝒊𝒏𝒕𝒂𝒏𝒈 𝟓 𝒍𝒂𝒈𝒊,2,negatif
gak sesuai exspetasi banget,1,negatif
selalu ada bug kaga bisa maen gatau knpa jaringan bagus padahal hadeh,1,negatif
"alasannya simpel musuhnya terlalu kuat dan rank nya enggak sesuai ,masa master lawan rank GM kang enggak adil kan level emblem aja masih rendah, jadi kasihlah lawan yg sesuai 🙏🏻🙏🏻",1,negatif
seru banget,5,positif
"bisa ga si gua kl mnng mlu, ketemu tim mush jgo² giliran tim gua bego² , jd mls main game monnton suer deh",1,negatif
seru bermain mobile Lengesd: bang bang dan aku pengen dapet sekin lenggend,5,positif
jangan kasi dark sistem monton,5,positif
plis monton kasih saya mush yang keras -juragan raps,2,negatif
Banyakkkk dark sistemnn tep,1,negatif
game kontollllll,1,negatif
aku suka sekali game ini,5,positif
gw kalah ∞,1,negatif
"moonton moonton, udh kikir trs sistem afknya gajelas, padahal cuman 1 menit saya afk itupun gara gara ml nya tiba tiba ngulang sendiri tapi hasil pertandingannya saya dikasih afk trs bintang kgk nambah. Kecewa banget",1,negatif
sangat bagus dan menarik🥰🥰🥰🥰,5,positif
bagus aku sukaaa bgttttt☺️☺️😆😆😆😆,5,positif
Jeleekkkkk bangettt,1,negatif
"plis lah kasih aku musuh yang spek warior kalo nggak gm eh asal lu tahu ya gw tuh dah cape stuck legend minimal kasi gw honor bintang 30 kek plis lah moonton serius lah kek aman sih nanti gw reting jelek mampus lu ayolah plissss gw bulan mei mau top up dan kalo lu masih kasih tim yang oon ga bisa main pick lalu hyper main saber roam ga bisa kerja smaa toxic, gw kasih reting di terendah nanti tengoklah 😠😠😠😠",2,negatif
tambah kan lagi draksistem nya oke moonton,5,positif
BAGUS BANGETT!!,5,positif
sampe sekarang akun saya tidak bisa bermain lagi tetapi status akun saya dalam pertandingan jadi tolong moonton perbaiki bug atau cheat lag ini,1,negatif
bagussss,5,positif
game nya bagus di kasih kalah mulu,1,negatif
monton tolong dong perbaiki aplikasi nyah saya heran kenapa tiba tiba jadi keluar dari pertandingan giliran masuk malah lama login nyah tolong di perbaiki saya tidak merasa afk tapi monton sendiri yg mengeluarkan saya dari pertandingan,3,netral
kasih sayang,5,positif
ayo ke HOK aja ML makin g jelas kasih team drack sistem mulu,1,negatif
akhirnya aku naik epic,5,positif
"Game bagus, Jaringan parah lag,walaupun pakai data dan wifi ,semakin update semakin buruk,sering kali ping gak stabil,dapat tim dark sistem",3,netral
mana 30 gacha yang kau janjikan kuroooo,1,negatif
seru bet dah,5,positif
Game bottttt,1,negatif
gk pernah menang,1,negatif
KAYA BABI INI GAME BARU MAIN UDAH DI KASIH DARK SISTEM AKU GAK PERNAH MAIN GAME INI GAK ENAK,1,negatif
KENAPA SELALU ORANG ADA YANG NGAMBIL BUFF TIM KITA KENAPA UDH DI KASIH LANE MALAH NYURI LANE LAIN INI SELALU ADA DI RANG ADA AJA. SAYA UDAH KASIH TAHU MEREKA MEREKA TETAP GK PEDULI GIMANA SIH NI,3,netral
minimal game baguslah sinyak padahal bagus malah delay benerin dulu bah pensi aja lah kalo ini geme rusak,1,negatif
bangus sekaLi,1,negatif
lose treak Mulu banyak Hero yg gak seimbang banyak yg ngecheat,1,negatif
game nya jangan terlalu berat musuh montorn lol banget ini game,2,negatif
game nya bodoh dan sangat sem rendah sekali anak yatim,1,negatif
"game sampah ,, kebayakan player ngetrol tapi gak di ber hukuman berat,,, gamesampah moga game ini hilang",1,negatif
"sinyal perbaiki lah,bikin ngak Yaman main",1,negatif
baguss geme nya tapi pliss buat skin povhoes kesiaannn,5,positif
"malah event naruto,, one piece anime legend gak di up event,,",1,negatif
ga respect sama player nya,3,netral
eror mulu gak jelas banget,1,negatif
jaringan suka aneh,1,negatif
good,5,positif
game apaan buset,1,negatif
bagus banget suka pengen main terus menerus,5,positif
Game ngeleg moonton as*,1,negatif
monton botekkkk,1,negatif
dikasih lawan yang susah,1,negatif
Gamenya gajelas padahal sinyal ku bagus digame nya kaya lagi nonton hero main sendiri,1,negatif
Game gj suka ngelag ga jls,1,negatif
montoon this game is so bad even giving bad team when should give good team,1,negatif
sengat bagus,5,positif
Nungunyah lama ngeleng,3,netral
game nya banyak nya dark sistem sampe gua ls 20× ini game gk adil,1,negatif
gak akan saya instal lagi menag sekali kalah dia kali gem kek asu,1,negatif
balikin moontooooonnnn yss gw zang dulh yss late dah gak ada damage kalo ketemu hero beton yss gak ada dameg,1,negatif
Saya kasi 2 aja soalnya hp saya gk muat,2,negatif
game nya begitu meyenankan walaw harus onlen jadi aku kasih bintan 4 dulu,4,positif
"kenapa aku dikasih tim buta map, coklat bot moonton udah lah aku pensi aja",1,negatif
Kreeen mantap nih game bikin emosi aja hahahahahah mantaaap,5,positif
game nya seru kadang suka jelek jaringan sama kadang juga suka lag tiba-tiba jadi Mohon di perbaiki ya,5,positif
game penambah stres tim ga seimbang kocak muntun,1,negatif
game rusak banyak bug gw dah beli paket tetep aja pingnya 300,1,negatif
montoon tlong diperbaiki teman se tim nya jgan ksih gw tim yang dark sistem montoon tlongg,4,positif
bagus game MOBA ini yg paling bagus 👍👍👍,5,positif
"kasih tim yang bagus napa, bukan malah dark sistem. sama hukumannya buat orang orang yang gk bisa main kasih lebih berat, bukan malah pengurangan kredit skor, ban aja 1 minggu gk boleh main dirank kalo pelanggarannya berat,kayak ngetrol,afk, dapat rating jelek.SEMOGA DIDENGAR. JANGAN KAYAK PEMERINTAH!!!!",1,negatif
game nya bintang nya naik turun jadi males main game nya,1,negatif
gem gak jelas orang yg buat salah gua yg di mote aneh nih geme,1,negatif
"kami Nemu cheat moonton tlong lah player"" yg ngecheat gtu di tindak,barusan main masa iya jaringan kami jumping semua yg 1 room lagi Mabar berlima,trus pas rilog mau masuk game gabisa,kawan kami yg ga main sma kami dia malah aman"" aja jaringan nya,tolong moonton player"" yang ngechat tu di band aja selamanya.",2,negatif
sangat baguss dan seru,5,positif
geme ini bagus seru banget moonton emang debes,5,positif
game ini Keren sampaiy Ada yg niru game ini siapa lagi kalo bukan HOK AK seneng game ini karna bisa dapat skin gratis makasih muntun sudah ngasi saya skin gratis 😃😃😃,5,positif
"saya main di hp ayah saya,dan setiap main saya selalu di trool oleh player bot saya sebagai user hiper sangat ke sulitan saat buff saya di rusuh olh lawan,ap lg yang trool rom kadg ga ada yg mau jadi rom atau memeilih buat trool",4,positif
jelek bikin stres,1,negatif
scamm terus ga kesian ke player nya?😹,1,negatif
pemainnya di kasi lebih pintar iya an,1,negatif
mohon servernya diperbaiki. setiap main sinyal lag. giliran main PUBG lancar.,1,negatif
game buruk match making ga bener,1,negatif
"matchmakingnya kocak banget, gak seimbang",1,negatif
game tolol,1,negatif
ada bacaan silahkan hubungi customer service terus gmn ya,3,netral
"woilah cik, napa susah banget sih naikin rank epic ke mythic😭",5,positif
lope u moonton,5,positif
Monton plis aku mau naik legend kalau gak aku hapus ml ni 😄,5,positif
makin banyak penghuni di luar akal sehat..🤣🤣 .!,1,negatif
mantap🤌,5,positif
Monton gue dua kali top up wdp gak pernah masuk ini gimana padahal gue percaya dengan ml tanpa top up di orang lain tapi kok malah ga masuk ya udah 2 kali Lo monton,1,negatif
tidak masuk di akal tim gua babi,1,negatif
semoga kedepannya lebih baik lgi saya cinta ml,5,positif
"scamm alwayss scam setiap event nya ,yg bikin kecanduan tuh dri segi ini nyaa,ketambah sistem tim yang kurang seimbang ibarat nya tim kita epic musuh imo hdeuuhh",1,negatif
KENAPA KODE VERIFIKASI SAYA TIDAK MUNCUL MUNCUL DARI GMAIL TOLONG BANTUAN NYA SAYA HARAP DI PERBAIKI SECEPATNYA 🙏,1,negatif
Sering ngelag banget sampe kalah mulu,3,netral
"game rusak, makin lama makin berat, yg pelajar kurang mampu pun susah jadinya, bikin emosi, ngelag g jelas, bikin panas berlebih, pokoknya ni game dari dulu beneran g bisa bikin enak maininnya",1,negatif
good,5,positif
bagus,1,negatif
saya suka banget,5,positif
"mantap game nya seru kalo bisa sih argus sama Melissa di buff lagi ya,",5,positif
game yg curang masa gw selalu dikasih bot sedangkan tim musuh di kasih player,1,negatif
Saya waktu di draft pick gk bisa nge pick trs relog habis itu gk bisa masuk draft pick sampai sekarang.,1,negatif
tampilan skin yg gk gw butuhkan tetap di download mana gk bisa di batalin,4,positif
sangat bagus,5,positif
jelek bet,1,negatif
MOONTON GIMANA SIH KATANYA ULTI KASITAU BISA KEBAL CC KOK TETEP KENA CC MOONTON HOAX PINDAH HOK AJA,1,negatif
banyak dark sistem anj,1,negatif
Gameny menyenangkan,4,positif
game nya bagus aku suka,5,positif
💯,5,positif
ayok lah montoon kasih tim yang seimbang,1,negatif
"TOLONGLAH MOONTON KALAU NGASIH TIM SAMA MUSUH YG ADIL DONG JANGAN KASIH TIM GK BISA MAEN TERUS MUSUHNYA JAGO2, KALAU BISA KASIH YG SKILNYA SAMA SEPERTI YG MAEN DONG BIAR GK BUAT PEMAINNYA PADA EMOSI TERUS KALAU MAEN NIH GAME. UDAH ITU AJA YG DIUPDATE LAINNYA MAH OKE2 AJA",2,negatif
malas lagi gua main game lu ton,1,negatif
sampah,1,negatif
"update terus bug di biarin,kita main game buat ngilangin stres ini malah tambah STRES",1,negatif
"Makasih moonton telah membantu saya saat keadaan HP saya gosh touch,Aku kasih bintang 5 karena telah membantu ku memenangkan game nya sampai triple kill 3× sayangnya saya afk, kapan kapan bantu lagi ya😃",5,positif
saya menyukai aplikasi game mobile legends 😍 Terima kasih 😍,5,positif
game goblok,1,negatif
coba sesekali kolaborasi dengan skin demon slayer pasti keren,5,positif
sangat seru dan menatang karena kita bisa kerja sama dengan tim,5,positif
lagi main rank di kasih dark sistem truss ls mlu kga perna ws. mengapa harus ada dark sistem?? hapuss segera dark sistem,3,netral
Monton jangan kasih gua draksistem,1,negatif
game nya bagus tapi kadang suka ngelag,5,positif
"saya bermain game ini sudah lama, lalu saya bermain dengan teman saya kita tertawa 😁 trs menurut ku ini game bagus kadang di hp ku tidak ngeleg mb nya juga sedikit 🥰😊",4,positif
aku sangat senang karena game ini seru,5,positif
game nya ga ada rumah nya. map ko kecil,1,negatif
game busuk crash Mulu gabisa login lagi,1,negatif
tolong dioptimalkan lagi lah moontonn hargain orang yg ram nya 4 kebawah update nya hampir tiap ada event ga ngotak lagi tiap main juga dapet tim nya yg gajelas mulu ga sebanding,1,negatif
before sebelum memainkan gem ini = 😂😁😆😀 after sesudah memainkan game ini = 🤫😐😜🤪🤯😳😈😈👻,5,positif
seru,5,positif
bagussss,5,positif
ikut ikutin ff colleb sama naruto 😹,1,negatif
Bagus 👍,5,positif
"monton saya ini lagi pick hero tiba"" ada gangguan, jaringan aman gak ada kendala",5,positif
tidak bisa berkata kata game nya sering error,1,negatif
"kenapa skin gara nya di ubah jadi terbang sih, malah jelek, bagusan kalo gara nya jalan kaki, moonton banyak tingkah.👎",1,negatif
game yang tidak untuk direkomendasikan bagi yang mempunyai penyakit jantung dan darah tinggi nah begini tim yang dikasi monton ke saya yng ga punya otak sedangkan musuh tim nya solid terus punya otak,2,negatif
"pls jangan download data otomatis adain lagi fitur lama yang bisa menunda download otomatisnya mau itu pake wifi atau data soalnya memo udah gak kuat lagi, adain ""batalkan download data otomatis"" biar bisa download secara manual bukan otomatis",1,negatif
"game apa sih, dari kemaren maen kalah menang kalah menang cuma stuck di situ aja, maen berjam jam niat naikin rank tapi malah kalah menang mulu, game sampah bikin sakit hati aja",2,negatif
mqntap,5,positif
plisss Monton size nya dikurangi sampe hp saya meledak ini plisss Monton,1,negatif
colab skin terus matcmeking kg di benerin nyampe kapan gini terus,1,negatif
kenapa monton tim gw selalu gak bisa main,1,negatif
game dark sistem tapi seru sih,4,positif
"Game ini dulu bagus,Tapi sekarang sama sekali tidak menyenangkan. harus di buat tagar *uninstal* baru tau rasa.",1,negatif
mantap,5,positif
pokonya ini game kesukaan saya terbaik di dunia👍👍👍👍👍 montoon tolong saya pengen ke legend jangan kasih yang susah plisss🙏🙏🙏,5,positif
game nya jelek apalagi update nya gak ada dasar pembohong dan kurasa makin jelek,1,negatif
terima kasih,5,positif
1 mb ajah,5,positif
Sudah seperti sahabat tapi masih banyak dark sistem🗿🗿🗿sory ya Ml gw Rungkat udah malas cuma jalan di tempat rank gw gw minta buat diberikan keringanan gk di kasi²😭🥲🥲 semangat lah buat kalian yg masih nekad saran gw banyakin istirahat main game ini,2,negatif
ngelag aja tapi kurang cepet dan kalah terus 👎👎,1,negatif
𝑔𝑎𝑚𝑒 𝑛𝑦𝑎 𝑠𝑎𝑛𝑔𝑎𝑡 𝑏𝑎𝑔𝑢𝑠,5,positif
"Tolong Dong Moonton Jangan Di Ubdate Terus Ya Minimal Kalo Ubdate 1 Tahun Sekali Kasian Yang Jarang Punya Kouta, Atau Ubdate Nya Jika Ada Hari Besar Seperti Lebaran, Ramadhan, Tahun Baru DLL. Jangan Di Ubdate Terus Kasian Yang Jarang Ada Kouta Dan Juga Kalo Download Data Nya Jangan Lama² Orang Juga Mau Butuh Main Bukan Suruh Download Data, File Data Nya Juga Berat² Lagi. Tolong Lah Kalo Udah di Ubdate Sekali Ya Udah 1 Tahun Lagi Atau Kapan Lagi Jangan Setiap Bulan Mau Ubdate Ini Baru Ubdate...!!",5,positif
enggak bagus game ini,5,positif
Bagus sih tapi masih sering ada bug nya,4,positif
padahal ada sinyak tapi leg nya parah banget,1,negatif
sangat seru,5,positif
pembagian team yg ga pernah seimbang. perbaiki lebih baik lagi sistem nya. sistem yg selalu bikin emosi,1,negatif
game nya bagus dn juga seru banget sih aku juga sering mabar sama temen pokoknya game nya seru dan bagus 👍,5,positif
"𝒃𝒈𝒖𝒔 𝒃𝒏𝒈𝒕 𝒃𝒖𝒂𝒕 𝒖𝒍𝒏𝒈 𝒔𝒕𝒓𝒆𝒔𝒔𝒔, 𝒘𝒂𝒍𝒂𝒖𝒑𝒖𝒏 𝒔𝒂𝒚𝒂 𝒍𝒐𝒔𝒕𝒓𝒆𝒌 𝒕𝒓𝒔𝒔",5,positif
👍👍👍👍👍👍👍👍👍,5,positif
game nya bagus tapi moonton plissss kasih skin bagus gratis dikit aja soalnya berbagi itu indah😁😄🙂,5,positif
jaringan bagus,5,positif
"kalo main di kasih dark system tapi musuhnya jago""",1,negatif
gua di tipu jangan download ML mending FF lebih ditel,1,negatif
bagusssssssss💯💯🥳🥳,5,positif
"kukasih rating 3 tapi sebenernya tuh ya grafik nya bagus gameplay nya pun santai gitu tapi klo dah rank epic mending jangan santai Mulu dah, soalnya klo buat pemula rank epic tuh kayak neraka cuy,saber nya gold,cecilion exp,trus defeat Mulu cuy.kenapa sih moonton ga ngasih musuh yang setara aja sama skill kita² ini yg pemula blum tau sepenuh nya game ini.",3,netral
monton jahat aku di epic mulu,1,negatif
game nya seru ae,5,positif
saya sangat menyukainya,5,positif
❤️❤️❤️❤️❤️❤️❤️,5,positif
"game nya mantap tapi kalo bisa di bikin putaran gratis diamond pasti lebih banyak peminat nya nantik,,,",5,positif
terbaik,5,positif
"kenapa ml saya kalau setalah update, banyak data yg harus di download ulang?, penyimpanan HP saya masih penuh, tapi kenapa data yg udah di download malah hilang, ini buat saya agak sedikit males untuk bermain gemenya, saya mohon untuk bug ini di hilangkan🙏🏻",2,negatif
"Gua ga bisa login cok moonton knp si,eh moonton lu kmanain akun Luutzz. gua",1,negatif
ini game buat aku ketagihan dah main game ini 👍🏻,5,positif
Ok👍👍👍,5,positif
game ini adil ga nanya sama mononton jawab????game rusak lemah teknologi payah,1,negatif
mainnya hebat,1,negatif
Apa ya........................................................................................ ...... .... ......... .. . . . . . . .. . . . . . . . . . .. . . . . . . . . . . . . .. . . . . . . . . . . .. . . . . . . . . . .. . . . . . . .. . . . . . . . . . .. . .. . . . . . .. . . .. . . . .. . . . .. . . .. . . . .. . . .. . .. . .. . . .. . . .. . . . .. . . . . .. . . . . . .. . . . . . .. . . . . .. . . . . .. .. . . . .. . . . . . .. . . .. . . .. . . . .. . . . ..mantapp gilakk,5,positif
bagus banget loh game ini 😆😆,5,positif
"game nya bagus dan ini adalah game favorit saya, cuman yang bikin aku sedikit nggak suka itu pas lagi melawan musuh pasti ada aja selalu jaringan nya buruk tolong ya montoon game nya di benerin lagi",5,positif
saya sangat menyukai ml dan asik banget,5,positif
Ketemu sisitem muluh males gw moonton gw mau glori gak bisa bisa coba moonton gak kasih gw drak sistem😭,5,positif
game gak jelas sering dapat team dark sistem . mending pindah ke honor of king,1,negatif
toxik,5,positif
gagal dalam pergantian akun,3,netral
game ini sangat seru hampir setiap hari saya main game ini tapi kurang nya ada 3 1 gw user phopeus tapi kapan phopeus dapat skin 2 banyak drak system 3n ngelag ngelag,5,positif
moonton kenapa ya saat saya buka event terus layar saya ngefrez,5,positif
"Moonton tolong kasi musuh yg skil nya seimbang dan pangkat rank nya rata2 mendekati lah,masak honor 30 setim sama legends,konyol😭😭😭 itu aja sih saran nya. makasih ,1 lg kasih tim yg sama pangkad nya ,cape kena trol mulu",2,negatif
mantap,5,positif
"heran ma ni game sampah ,makin hari makin engga jelas, main brawl sama orang dalam nya ml, aneh masih byk main ni game",1,negatif
enak dan menantang,5,positif
mlbb pliiiis banget pulihin kredit sekor gua itu bukan sengaja tapi karna sinyalnya jelek aja pliiisss mlbb🙏 sekarang kredit skor gua 77,1,negatif
bagus,5,positif
plis jangan di kasih musuh pro aku,5,positif
game nya udah bagus namun setiap kali saya main itu selalu aj ngebak tolong di perbaiki lagi.,3,netral
monton kasih aku tim bot dan musuh yang jago,1,negatif
ml sekarng gmpang leg jrngan y mna dpt yg chet dpt anomali tim y,1,negatif
